Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,extra_0,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,extra_1
392,Frank Onyeka,ng NGA,MF,Brentford,27,1998,1.0,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,6,0,92,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.98,0.98,0.00,0.98,
393,Nehemiah Oriola,eng ENG,MF,Brighton,18,2007,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
394,Stefan Ortega,de GER,GK,Nottingham Forest,32,1992,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,3,3,270,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
395,William Osula,dk DEN,FW,Newcastle United,21,2003,9.1,0.00,0.00,0.00,2.64,1.76,0.22,0.33,0.11,0.55,,,0.00,Matches,,24,8,819,0.77,0.00,0.77,0.77,0.00,0.00,0.77,0.00,0.77,0.77,0.77,
396,Dango Ouattara,bf BFA,MF,Brentford,23,2002,25.3,0.20,0.00,0.00,1.07,1.54,0.32,4.23,0.95,0.55,,,0.00,Matches,,32,25,2,25.3,0.28,0.12,0.40,0.28,0.00,0.00,0.28,0.12,0.40,0.28,
397,Nico O’Reilly,eng ENG,DF,MF,Manchester City,20,2005,29.4,0.17,0.00,0.00,1.53,0.61,0.03,1.29,0.68,1.22,,,0.00,Matches,2005,34,29,646,29.4,0.17,0.10,0.27,0.17,0.17,0.00,0.17,0.10,0.27,Matches
398,Pablo,br BRA,MF,FW,West Ham United,21,2004,9.1,0.00,0.00,0.00,2.53,0.88,0.00,0.55,0.55,1.54,,,0.00,Matches,2004,14,10,9.1,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.11,0.11,0.00,
399,João Palhinha,pt POR,MF,Tottenham Hotspur,30,1995,24.4,0.33,0.00,0.00,1.15,1.48,0.00,0.16,1.15,2.50,,,0.00,Matches,,33,23,2,24.4,0.20,0.08,0.29,0.20,0.00,0.00,0.20,0.08,0.29,0.20,
400,Cole Palmer,eng ENG,MF,Chelsea,23,2002,21.7,0.23,0.00,0.00,0.60,1.71,0.09,1.61,0.60,0.55,,,0.00,Matches,,26,24,1,21.7,0.46,0.05,0.51,0.23,0.23,0.00,0.46,0.05,0.51,0.23,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
401,Lucas Paquetá,br BRA,MF,FW,West Ham United,27,1997,16.8,0.42,0.06,0.06,1.61,1.79,0.30,2.14,0.42,1.31,,,0.00,Matches,1997,18,18,511,16.8,0.24,0.06,0.30,0.12,0.42,0.06,0.24,0.06,0.30,Matches
402,Nathan Patterson,sct SCO,DF,Everton,23,2001,2.7,0.00,0.00,0.00,0.74,0.74,0.37,2.22,0.74,1.48,,,0.00,Matches,,7,3,241,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
403,Myles Peart-Harris,eng ENG,MF,Brentford,22,2002,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches,,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
404,Lucas Perri,br BRA,GK,Leeds United,27,1997,16.0,0.13,0.00,0.00,0.06,0.19,0.00,0.00,0.00,0.00,,,0.00,Matches,,16,16,1,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
405,Đorđe Petrović,rs SRB,GK,Bournemouth,25,1999,38.0,0.08,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,,,0.03,Matches,,38,38,3,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
406,Jordan Pickford,eng ENG,GK,Everton,31,1994,38.0,0.11,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.03,,,0.00,Matches,,38,38,3,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
407,Ethan Pinnock,jm JAM,DF,Brentford,32,1993,3.5,0.29,0.00,0.00,0.00,0.57,0.00,0.00,1.43,1.43,,,0.29,Matches,,4,4,318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
408,Yeremi Pino,es ESP,MF,FW,Crystal Palace,22,2002,23.1,0.17,0.00,0.00,1.30,1.04,0.43,3.42,0.35,0.87,,,0.00,Matches,2002,34,26,080,23.1,0.09,0.09,0.17,0.09,0.17,0.00,0.09,0.09,0.17,Matches
409,Joël Piroe,sr SUR,FW,Leeds United,25,1999,2.9,0.00,0.00,0.00,1.38,0.00,0.34,1.38,0.34,0.34,,,0.00,Matches,,16,2,258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
410,Nick Pope,eng ENG,GK,Newcastle United,33,1992,26.8,0.07,0.00,0.00,0.04,0.07,0.00,0.00,0.00,0.04,,,0.00,Matches,,27,27,2,26.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
411,Pedro Porro,es ESP,DF,Tottenham Hotspur,25,1999,31.1,0.32,0.00,0.00,1.03,0.84,0.03,7.46,1.00,1.61,,,0.00,Matches,,34,32,2,31.1,0.03,0.06,0.10,0.03,0.00,0.00,0.03,0.06,0.10,0.03,
412,Freddie Potts,eng ENG,MF,West Ham United,21,2003,13.0,0.08,0.00,0.00,1.15,1.08,0.00,2.62,1.23,1.38,,,0.00,Matches,,22,12,1,13.0,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.08,0.08,0.00,
413,Aaron Ramsdale,eng ENG,GK,Newcastle United,27,1998,11.2,0.18,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,,,0.00,Matches,,12,11,1,11.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
414,Jacob Ramsey,eng ENG,MF,Newcastle United,24,2001,16.1,0.31,0.06,0.06,0.99,0.87,0.12,0.50,0.56,1.30,,,0.00,Matches,,28,15,1,16.1,0.12,0.19,0.31,0.12,0.00,0.06,0.12,0.19,0.31,0.12,
415,David Raya,es ESP,GK,Arsenal,29,1995,37.0,0.03,0.00,0.00,0.00,0.38,0.00,0.03,0.03,0.03,,,0.00,Matches,,37,37,3,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
416,Rayan,br BRA,MF,Bournemouth,18,2006,12.3,0.08,0.00,0.00,0.73,0.49,0.08,1.95,0.65,0.49,,,0.00,Matches,,15,13,1,12.3,0.41,0.16,0.57,0.41,0.00,0.00,0.41,0.16,0.57,0.41,
417,Harrison Reed,eng ENG,MF,Fulham,30,1995,1.0,0.00,0.00,0.00,2.00,1.00,0.00,4.00,0.00,0.00,,,0.00,Matches,,7,1,94,1.00,0.00,1.00,1.00,0.00,0.00,0.96,0.00,0.96,0.96,0.96,
418,Tijjani Reijnders,nl NED,MF,Manchester City,27,1998,18.1,0.11,0.00,0.00,1.05,0.83,0.22,2.38,0.61,0.22,,,0.00,Matches,,28,19,1,18.1,0.28,0.11,0.39,0.28,0.00,0.00,0.28,0.11,0.39,0.28,
419,Chadi Riad,ma MAR,DF,Crystal Palace,22,2003,6.1,0.33,0.00,0.00,0.82,0.49,0.00,0.98,0.66,0.82,,,0.00,Matches,,9,6,552,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,
420,Declan Rice,eng ENG,MF,Arsenal,26,1999,34.4,0.09,0.00,0.00,0.76,0.32,0.03,5.15,0.96,0.96,,,0.00,Matches,,36,35,3,34.4,0.12,0.15,0.26,0.12,0.00,0.00,0.12,0.15,0.26,0.12,
421,Chris Richards,us USA,DF,Crystal Palace,25,2000,31.4,0.13,0.00,0.00,0.54,0.16,0.00,0.45,1.37,1.11,,,0.00,Matches,,33,31,2,31.4,0.03,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.03,0.03,
422,Richarlison,br BRA,FW,MF,Tottenham Hotspur,28,1997,21.8,0.23,0.00,0.00,1.06,1.51,0.46,0.83,0.32,0.73,,,0.00,Matches,1997,32,20,964,21.8,0.50,0.18,0.69,0.50,0.23,0.00,0.50,0.18,0.69,Matches
423,Chris Rigg,eng ENG,MF,Sunderland,18,2007,8.5,0.12,0.00,0.00,0.94,0.94,0.24,1.29,0.47,0.94,,,0.00,Matches,,18,11,761,0.12,0.12,0.24,0.12,0.00,0.00,0.12,0.12,0.24,0.12,0.24,
424,Patrick Roberts,eng ENG,FW,MF,Sunderland,28,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,1997,1,0,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
425,Andrew Robertson,sct SCO,DF,Liverpool,31,1994,13.1,0.00,0.00,0.00,0.31,0.08,0.38,4.05,0.53,0.76,,,0.00,Matches,,24,11,1,13.1,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.00,0.08,0.08,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
426,Antonee Robinson,us USA,DF,MF,Fulham,27,1997,16.6,0.30,0.00,0.00,0.90,0.54,0.12,4.64,1.69,1.87,,,0.00,Matches,1997,22,17,492,16.6,0.06,0.00,0.06,0.00,0.30,0.00,0.06,0.00,0.06,Matches
427,Kaden Rodney,eng ENG,DF,MF,Crystal Palace,20,2004,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches,2004,1,0,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,
428,Joe Rodon,wls WAL,DF,Leeds United,27,1997,32.8,0.09,0.00,0.00,0.52,0.58,0.03,0.18,0.91,0.58,,,0.00,Matches,,35,33,2,32.8,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.00,0.06,0.06,
429,Rodri,es ESP,MF,Manchester City,29,1996,16.8,0.18,0.00,0.00,0.83,1.85,0.00,0.30,0.71,1.49,,,0.00,Matches,,21,17,1,16.8,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.00,0.06,0.06,
430,Guido Rodríguez,ar ARG,MF,West Ham United,31,1994,2.0,0.50,0.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,,,0.00,Matches,,6,2,180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
431,Robin Roefs,nl NED,GK,Sunderland,22,2003,35.0,0.11,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,,,0.00,Matches,,35,35,3,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
432,Morgan Rogers,eng ENG,MF,Aston Villa,23,2002,36.4,0.19,0.00,0.00,1.26,1.35,0.08,1.40,0.36,0.63,,,0.00,Matches,,37,37,3,36.4,0.27,0.16,0.44,0.27,0.00,0.00,0.27,0.16,0.44,0.27,
433,Merlin Röhl,de GER,MF,Everton,23,2002,7.6,0.00,0.00,0.00,2.63,0.92,0.26,0.66,0.53,1.71,,,0.00,Matches,,16,6,682,0.13,0.00,0.13,0.13,0.00,0.00,0.13,0.00,0.13,0.13,0.13,
434,Cristian Romero,ar ARG,DF,Tottenham Hotspur,27,1998,20.8,0.53,0.10,0.05,1.54,0.77,0.05,0.05,1.49,1.44,,,0.00,Matches,,23,22,1,20.8,0.19,0.05,0.24,0.19,0.00,0.10,0.19,0.05,0.24,0.19,
435,James Rowswell,eng ENG,DF,Tottenham Hotspur,19,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
436,Georginio Rutter,fr FRA,MF,FW,Brighton,23,2002,19.8,0.10,0.00,0.00,1.52,1.72,0.56,1.01,0.56,0.96,,,0.05,Matches,2002,32,20,786,19.8,0.15,0.15,0.30,0.15,0.10,0.00,0.15,0.15,0.30,Matches
437,José Sá,pt POR,GK,Wolves,32,1993,23.0,0.09,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,,,0.00,Matches,,23,23,2,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
438,Noah Sadiki,cd COD,MF,Sunderland,20,2004,32.1,0.28,0.00,0.00,0.97,1.25,0.06,0.65,1.03,0.81,,,0.00,Matches,,33,33,2,32.1,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,
439,Bukayo Saka,eng ENG,FW,MF,Arsenal,23,2001,24.7,0.08,0.00,0.00,1.34,2.19,0.57,4.94,0.65,0.77,,,0.00,Matches,2001,31,25,222,24.7,0.28,0.20,0.49,0.24,0.08,0.00,0.28,0.20,0.49,Matches
440,Mohamed Salah,eg EGY,MF,Liverpool,33,1992,23.8,0.04,0.00,0.00,0.42,0.67,0.59,4.92,0.13,0.50,,,0.00,Matches,,27,23,2,23.8,0.29,0.29,0.59,0.25,0.04,0.00,0.29,0.29,0.59,0.25,
441,William Saliba,fr FRA,DF,Arsenal,24,2001,29.0,0.07,0.00,0.00,0.76,0.55,0.03,0.31,0.52,0.79,,,0.00,Matches,,31,30,2,29.0,0.03,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.03,0.03,
442,Robert Sánchez,es ESP,GK,Chelsea,27,1997,33.8,0.09,0.03,0.00,0.06,0.38,0.00,0.00,0.03,0.00,,,0.00,Matches,,35,35,3,33.8,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.03,0.03,0.00,
443,Jadon Sancho,eng ENG,MF,Aston Villa,25,2000,9.7,0.00,0.00,0.00,0.31,0.21,0.31,2.37,0.21,0.21,,,0.00,Matches,,23,9,876,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,
444,Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,27,1997,23.1,0.22,0.00,0.00,1.82,0.78,0.00,0.35,0.95,1.39,,,0.00,Matches,,28,25,2,23.1,0.09,0.09,0.17,0.09,0.00,0.00,0.09,0.09,0.17,0.09,
445,Andrey Santos,br BRA,MF,Chelsea,21,2004,14.0,0.29,0.00,0.00,0.93,1.57,0.07,0.14,1.29,1.50,,,0.00,Matches,,27,13,1,14.0,0.07,0.00,0.07,0.07,0.00,0.00,0.07,0.00,0.07,0.07,
446,Ismaila Sarr,sn SEN,MF,Crystal Palace,27,1998,24.2,0.08,0.00,0.00,0.50,1.74,0.58,0.99,0.29,0.37,,,0.00,Matches,,28,24,2,24.2,0.37,0.04,0.41,0.25,0.12,0.00,0.37,0.04,0.41,0.25,
447,Mamadou Sarr,sn SEN,DF,Chelsea,19,2005,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,,,0.00,Matches,,3,1,102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
448,Sávio,br BRA,MF,Manchester City,21,2004,9.3,0.22,0.00,0.00,0.97,1.61,0.43,4.30,0.54,0.54,,,0.00,Matches,,24,7,833,0.11,0.11,0.22,0.11,0.00,0.00,0.11,0.11,0.22,0.11,0.22,
449,Nicolò Savona,it ITA,DF,Nottingham Forest,22,2003,11.4,0.18,0.00,0.00,1.05,0.44,0.09,2.37,0.44,1.05,,,0.00,Matches,,14,11,1,11.4,0.18,0.00,0.18,0.18,0.00,0.00,0.18,0.00,0.18,0.18,
450,Oliver Scarles,eng ENG,DF,MF,West Ham United,19,2005,7.3,0.27,0.00,0.00,0.96,0.96,0.14,4.79,1.78,2.60,,,0.00,Matches,2005,13,9,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
451,Dane Scarlett,eng ENG,FW,Tottenham Hotspur,21,2004,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,2,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
452,Kevin Schade,de GER,MF,FW,Brentford,23,2001,30.5,0.20,0.03,0.00,1.64,1.41,0.33,0.75,0.62,0.89,,,0.00,Matches,2001,35,32,745,30.5,0.26,0.10,0.36,0.26,0.20,0.03,0.26,0.10,0.36,Matches
453,Fabian Schär,ch SUI,DF,Newcastle United,33,1991,12.1,0.08,0.00,0.00,1.24,0.58,0.08,0.33,1.32,0.74,,,0.00,Matches,,16,11,1,12.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
454,Alex Scott,eng ENG,MF,Bournemouth,21,2003,31.7,0.16,0.00,0.00,1.42,1.89,0.03,2.78,1.10,1.20,,,0.00,Matches,,37,34,2,31.7,0.09,0.03,0.13,0.09,0.00,0.00,0.09,0.03,0.13,0.09,
455,Jenson Seelt,nl NED,DF,Sunderland,22,2003,1.5,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.00,0.00,,,0.00,Matches,,2,1,134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
456,Matz Sels,be BEL,GK,Nottingham Forest,33,1992,29.6,0.07,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.03,,,0.00,Matches,,31,30,2,29.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
457,Antoine Semenyo,gh GHA,MF,FW,Manchester City,25,2000,15.5,0.06,0.00,0.00,1.10,0.45,0.45,1.35,0.39,0.71,,,0.00,Matches,2000,17,17,397,15.5,0.45,0.06,0.52,0.45,0.06,0.00,0.45,0.06,0.52,Matches
458,Antoine Semenyo,gh GHA,MF,Bournemouth,25,2000,20.0,0.30,0.00,0.00,1.85,0.70,0.60,1.40,0.30,1.00,,,0.00,Matches,,20,20,1,20.0,0.50,0.15,0.65,0.45,0.05,0.00,0.50,0.15,0.65,0.45,
459,Marcos Senesi,ar ARG,DF,Bournemouth,28,1997,36.5,0.22,0.00,0.00,0.96,1.01,0.03,0.77,1.37,0.93,,,0.00,Matches,,37,37,3,36.5,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.14,0.14,0.00,
460,Benjamin Šeško,si SVN,FW,Manchester Utd,22,2003,18.3,0.11,0.00,0.00,0.93,0.33,0.38,0.11,0.16,0.16,,,0.00,Matches,,30,17,1,18.3,0.60,0.05,0.66,0.60,0.00,0.00,0.60,0.05,0.66,0.60,
461,Ryan Sessegnon,eng ENG,DF,MF,Fulham,25,2000,20.3,0.00,0.00,0.00,1.63,0.15,0.20,2.71,1.13,1.43,,,0.00,Matches,2000,27,20,823,20.3,0.15,0.05,0.20,0.15,0.00,0.00,0.15,0.05,0.20,Matches
462,Luke Shaw,eng ENG,DF,Manchester Utd,30,1995,35.8,0.25,0.00,0.00,1.34,0.56,0.00,1.51,1.20,1.26,,,0.00,Matches,,38,38,3,35.8,0.03,0.03,0.06,0.03,0.00,0.00,0.03,0.03,0.06,0.03,
463,Bernardo Silva,pt POR,MF,Manchester City,30,1994,31.9,0.31,0.00,0.00,1.13,0.69,0.16,2.26,0.66,0.88,,,0.00,Matches,,38,34,2,31.9,0.06,0.13,0.19,0.06,0.00,0.00,0.06,0.13,0.19,0.06,
464,Jota Silva,pt POR,FW,Nottingham Forest,25,1999,0.1,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,10.0,,,0.00,Matches,,1,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
465,Xavi Simons,nl NED,MF,FW,Tottenham Hotspur,22,2003,19.5,0.26,0.05,0.00,1.08,2.26,0.00,2.62,0.77,1.03,,,0.00,Matches,2003,28,19,755,19.5,0.10,0.26,0.36,0.10,0.26,0.05,0.10,0.26,0.36,Matches
466,Adam Smith,eng ENG,DF,Bournemouth,34,1991,12.0,0.25,0.00,0.00,1.58,0.92,0.00,1.08,0.83,1.00,,,0.00,Matches,,22,14,1,12.0,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.17,0.17,0.00,
467,Emile Smith Rowe,eng ENG,MF,Fulham,25,2000,21.4,0.05,0.00,0.00,0.47,0.79,0.14,0.61,1.03,1.03,,,0.00,Matches,,37,22,1,21.4,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.14,0.14,
468,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,27,1997,11.1,0.09,0.00,0.00,1.08,0.81,0.27,0.18,0.27,1.44,,,0.00,Matches,,15,11,1,11.1,0.27,0.00,0.27,0.27,0.00,0.00,0.27,0.00,0.27,0.27,
469,Julio Soler,ar ARG,DF,Bournemouth,20,2005,0.4,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,,,0.00,Matches,,3,0,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
470,Oliver Sonne,pe PER,DF,Burnley,24,2000,1.9,0.00,0.00,0.00,2.11,0.00,0.00,2.63,0.53,0.53,,,0.00,Matches,,7,1,169,0.53,0.00,0.53,0.53,0.00,0.00,0.53,0.00,0.53,0.53,0.53,
471,Borna Sosa,hr CRO,DF,MF,Crystal Palace,27,1998,1.1,0.91,0.00,0.00,3.64,0.00,0.00,5.45,1.82,0.00,,,0.00,Matches,1998,7,0,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
472,Tomáš Souček,cz CZE,MF,West Ham United,30,1995,24.4,0.12,0.04,0.00,1.52,0.90,0.20,0.57,0.66,0.94,,,0.00,Matches,,35,24,2,24.4,0.20,0.00,0.20,0.20,0.00,0.04,0.20,0.00,0.20,0.20,
473,Souza,br BRA,MF,Tottenham Hotspur,19,2006,1.6,0.63,0.00,0.00,1.88,1.25,0.00,1.88,1.25,0.00,,,0.00,Matches,,4,2,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
474,Djed Spence,eng ENG,DF,MF,Tottenham Hotspur,24,2000,22.8,0.18,0.00,0.00,1.23,0.92,0.18,2.15,0.66,1.10,,,0.00,Matches,2000,30,23,055,22.8,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,Matches
475,Anton Stach,de GER,MF,Leeds United,26,1998,26.3,0.11,0.00,0.00,1.37,0.91,0.00,5.89,0.72,1.33,,,0.00,Matches,,29,28,2,26.3,0.19,0.11,0.30,0.19,0.00,0.00,0.19,0.11,0.30,0.19,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
476,John Stones,eng ENG,DF,Manchester City,31,1994,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.61,0.20,,,0.00,Matches,,9,5,439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
477,Jørgen Strand Larsen,no NOR,FW,Wolves,25,2000,15.6,0.13,0.00,0.00,1.92,0.71,0.58,0.19,0.19,0.13,,,0.00,Matches,,22,14,1,15.6,0.06,0.06,0.13,0.00,0.06,0.00,0.06,0.06,0.13,0.00,
478,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,25,2000,10.0,0.20,0.00,0.00,2.10,1.00,0.10,0.00,0.10,0.00,,,0.00,Matches,,14,12,903,0.30,0.00,0.30,0.30,0.00,0.00,0.30,0.00,0.30,0.30,0.30,
479,Pascal Struijk,nl NED,DF,Leeds United,25,1999,32.6,0.15,0.00,0.00,0.83,0.67,0.15,0.06,0.98,0.67,,,0.00,Matches,,34,33,2,32.6,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,
480,Crysencio Summerville,nl NED,MF,FW,West Ham United,23,2001,27.4,0.22,0.00,0.00,1.79,2.45,0.22,2.15,0.55,0.95,,,0.00,Matches,2001,31,29,470,27.4,0.18,0.07,0.26,0.18,0.22,0.00,0.18,0.07,0.26,Matches
481,Dominik Szoboszlai,hu HUN,MF,DF,Liverpool,24,2000,35.9,0.22,0.03,0.00,1.17,0.84,0.06,5.74,0.81,0.89,,,0.00,Matches,2000,36,36,231,35.9,0.17,0.19,0.36,0.17,0.22,0.03,0.17,0.19,0.36,Matches
482,Jocelin Ta Bi,ci CIV,MF,Sunderland,20,2005,0.4,0.00,0.00,0.00,0.00,2.50,0.00,12.5,0.00,0.00,,,0.00,Matches,,1,1,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
483,Chemsdine Talbi,ma MAR,MF,FW,Sunderland,20,2005,17.3,0.00,0.00,0.00,0.29,0.06,0.12,2.89,0.17,0.35,,,0.00,Matches,2005,28,16,561,17.3,0.23,0.06,0.29,0.23,0.00,0.00,0.23,0.06,0.29,Matches
484,Ao Tanaka,jp JPN,MF,Leeds United,26,1998,14.6,0.07,0.00,0.00,0.89,0.68,0.00,2.67,1.44,1.03,,,0.00,Matches,,28,14,1,14.6,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.14,0.14,
485,James Tarkowski,eng ENG,DF,Everton,32,1992,37.0,0.22,0.00,0.00,0.86,0.95,0.05,0.19,0.78,0.81,,,0.00,Matches,,37,37,3,37.0,0.05,0.08,0.14,0.05,0.00,0.00,0.05,0.08,0.14,0.05,
486,Marcus Tavernier,eng ENG,MF,Bournemouth,26,1999,30.4,0.20,0.00,0.00,1.02,1.15,0.13,3.75,0.53,0.69,,,0.00,Matches,,34,31,2,30.4,0.23,0.13,0.36,0.16,0.07,0.00,0.23,0.13,0.36,0.16,
487,Loum Tchaouna,fr FRA,MF,FW,Burnley,21,2003,14.1,0.14,0.00,0.00,0.85,1.13,0.07,2.41,0.14,0.64,,,0.00,Matches,2003,29,14,272,14.1,0.14,0.07,0.21,0.14,0.14,0.00,0.14,0.07,0.21,Matches
488,Jackson Tchatchoua,cm CMR,MF,DF,Wolves,23,2001,20.5,0.15,0.00,0.00,0.39,0.44,0.10,4.39,0.68,0.73,,,0.00,Matches,2001,31,19,845,20.5,0.00,0.05,0.05,0.00,0.15,0.00,0.00,0.05,0.05,Matches
489,Mathys Tel,fr FRA,MF,FW,Tottenham Hotspur,20,2005,15.0,0.07,0.00,0.00,1.27,1.53,0.20,6.13,0.33,0.80,,,0.00,Matches,2005,31,13,349,15.0,0.27,0.07,0.33,0.27,0.07,0.00,0.27,0.07,0.33,Matches
490,Kenny Tete,nl NED,DF,Fulham,29,1995,19.9,0.10,0.00,0.00,1.36,1.56,0.05,1.71,1.31,1.91,,,0.00,Matches,,22,21,1,19.9,0.05,0.00,0.05,0.05,0.00,0.00,0.05,0.00,0.05,0.05,
491,Igor Thiago,br BRA,FW,Brentford,24,2001,36.5,0.19,0.00,0.00,2.03,0.71,0.66,0.52,0.33,0.58,,,0.00,Matches,,38,37,3,36.5,0.60,0.03,0.63,0.38,0.22,0.00,0.60,0.03,0.63,0.38,
