Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,extra_0,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,extra_1
194,Archie Gray,eng ENG,MF,DF,Tottenham Hotspur,19,2006,16.4,0.30,0.00,0.00,0.73,0.12,0.00,0.73,1.04,0.49,,,0.00,Matches,2006,24,18,478,16.4,0.12,0.12,0.24,0.12,0.30,0.00,0.12,0.12,0.24,Matches
195,Jack Grealish,eng ENG,MF,Everton,29,1995,18.1,0.28,0.06,0.06,0.72,3.20,0.00,2.15,0.61,0.83,,,0.00,Matches,,20,18,1,18.1,0.11,0.33,0.44,0.11,0.00,0.06,0.11,0.33,0.44,0.11,
196,Pascal Groß,de GER,MF,Brighton,34,1991,18.2,0.11,0.00,0.00,0.93,0.66,0.22,6.54,0.60,0.93,,,0.00,Matches,,19,18,1,18.2,0.05,0.16,0.22,0.05,0.00,0.00,0.06,0.17,0.22,0.06,
197,Brajan Gruda,de GER,MF,Brighton,21,2004,8.0,0.25,0.00,0.00,1.38,1.75,0.25,1.75,0.25,0.63,,,0.00,Matches,,18,8,719,0.13,0.13,0.25,0.13,0.00,0.00,0.13,0.13,0.25,0.13,0.25,
198,Ilia Gruev,bg BUL,MF,Leeds United,25,2000,14.7,0.20,0.00,0.00,1.09,0.61,0.00,1.09,0.95,0.88,,,0.00,Matches,,23,15,1,14.7,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.20,0.00,
199,Gabriel Gudmundsson,se SWE,DF,MF,Leeds United,26,1999,29.2,0.21,0.03,0.03,1.06,1.92,0.10,3.01,0.96,1.61,,,0.03,Matches,1999,32,31,631,29.2,0.00,0.00,0.00,0.00,0.21,0.03,0.00,0.00,0.00,Matches
200,Marc Guéhi,eng ENG,DF,Crystal Palace,25,2000,20.0,0.20,0.00,0.00,0.70,0.90,0.00,0.50,1.20,0.95,,,0.00,Matches,,20,20,1,20.0,0.10,0.10,0.20,0.10,0.00,0.00,0.10,0.10,0.20,0.10,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
201,Marc Guéhi,eng ENG,DF,Manchester City,25,2000,15.0,0.13,0.00,0.00,0.73,1.33,0.00,0.47,1.67,0.80,,,0.00,Matches,,15,15,1,15.0,0.07,0.07,0.13,0.07,0.00,0.00,0.07,0.07,0.13,0.07,
202,Evann Guessand,ci CIV,MF,Crystal Palace,24,2001,3.7,0.00,0.00,0.00,1.08,2.16,0.27,0.27,0.54,0.54,,,0.00,Matches,,8,3,330,0.27,0.27,0.54,0.27,0.00,0.00,0.27,0.27,0.55,0.27,0.55,
203,Evann Guessand,ci CIV,MF,Aston Villa,24,2001,6.5,0.00,0.00,0.00,1.69,1.85,0.00,1.54,0.46,1.38,,,0.00,Matches,,13,6,588,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,
204,Luis Guilherme,br BRA,FW,West Ham United,19,2006,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,,,0.00,Matches,,5,1,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
205,Bruno Guimarães,br BRA,MF,Newcastle United,27,1997,27.3,0.22,0.00,0.00,1.65,2.75,0.07,3.00,0.59,1.50,,,0.00,Matches,,29,27,2,27.3,0.33,0.18,0.51,0.26,0.07,0.00,0.33,0.18,0.51,0.26,
206,Marc Guiu,es ESP,FW,Sunderland,19,2006,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,2,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
207,Marc Guiu,es ESP,FW,Chelsea,19,2006,2.9,0.34,0.00,0.00,3.10,0.69,0.69,0.00,0.00,0.00,,,0.00,Matches,,8,1,257,0.00,0.34,0.34,0.00,0.00,0.00,0.00,0.35,0.35,0.00,0.35,
208,Angus Gunn,sct SCO,GK,Nottingham Forest,29,1996,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,0,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
209,Malo Gusto,fr FRA,DF,MF,Chelsea,22,2003,25.1,0.20,0.04,0.04,0.80,0.80,0.04,2.31,1.20,0.92,,,0.04,Matches,2003,34,26,261,25.1,0.08,0.12,0.20,0.08,0.20,0.04,0.08,0.12,0.20,Matches
210,Joško Gvardiol,hr CRO,DF,Manchester City,23,2002,15.2,0.13,0.00,0.00,1.05,0.46,0.00,0.13,1.05,0.86,,,0.00,Matches,,18,16,1,15.2,0.13,0.13,0.26,0.13,0.00,0.00,0.13,0.13,0.26,0.13,
211,Viktor Gyökeres,se SWE,FW,Arsenal,27,1998,24.7,0.20,0.00,0.00,1.42,1.26,0.16,0.32,0.04,0.20,,,0.00,Matches,,36,26,2,24.7,0.57,0.04,0.61,0.45,0.12,0.00,0.57,0.04,0.61,0.45,
212,Erling Haaland,no NOR,FW,Manchester City,25,2000,32.8,0.06,0.00,0.00,0.73,0.76,0.15,0.09,0.12,0.21,,,0.00,Matches,,35,34,2,32.8,0.82,0.24,1.07,0.73,0.09,0.00,0.82,0.24,1.07,0.73,
213,Lewis Hall,eng ENG,DF,Newcastle United,20,2004,24.2,0.17,0.00,0.00,0.70,1.65,0.00,4.21,1.20,1.28,,,0.00,Matches,,30,24,2,24.2,0.04,0.04,0.08,0.04,0.00,0.00,0.04,0.04,0.08,0.04,
214,Jack Harrison,eng ENG,FW,Leeds United,28,1996,3.0,0.00,0.00,0.00,0.33,1.33,0.00,5.67,1.33,0.67,,,0.00,Matches,,11,1,269,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
215,Quilindschy Hartman,nl NED,DF,Burnley,23,2001,20.3,0.05,0.00,0.00,0.64,0.15,0.05,3.65,1.58,1.53,,,0.00,Matches,,21,21,1,20.3,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.25,0.25,0.00,
216,Jorrel Hato,nl NED,DF,Chelsea,19,2006,12.8,0.55,0.00,0.00,1.17,0.16,0.00,0.55,1.33,1.48,,,0.00,Matches,,22,12,1,12.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
217,Kai Havertz,de GER,FW,MF,Arsenal,26,1999,6.5,0.15,0.00,0.00,1.23,1.23,0.46,0.92,0.15,0.77,,,0.00,Matches,1999,12,7,6.5,0.31,0.46,0.77,0.31,0.00,0.00,0.31,0.46,0.77,0.31,
218,Ayden Heaven,eng ENG,DF,Manchester Utd,18,2006,10.3,0.19,0.00,0.00,0.68,0.87,0.00,0.10,0.10,1.26,,,0.10,Matches,,17,11,924,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,
219,Jan Paul van Hecke,nl NED,DF,Brighton,25,2000,35.7,0.25,0.00,0.00,0.76,1.20,0.11,0.64,1.26,0.87,,,0.03,Matches,,36,36,3,35.7,0.08,0.08,0.17,0.08,0.00,0.00,0.08,0.08,0.17,0.08,
220,Hwang Hee-chan,kr KOR,FW,MF,Wolves,29,1996,16.1,0.31,0.00,0.00,1.74,1.12,0.56,1.18,0.75,0.25,,,0.00,Matches,1996,26,18,446,16.1,0.12,0.12,0.25,0.06,0.31,0.00,0.12,0.12,0.25,Matches
221,George Hemmings,eng ENG,MF,Aston Villa,18,2007,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,2,0,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
222,Dean Henderson,eng ENG,GK,Crystal Palace,28,1997,37.0,0.14,0.00,0.00,0.05,0.14,0.00,0.00,0.03,0.00,,,0.00,Matches,,37,37,3,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
223,Jordan Henderson,eng ENG,MF,Brentford,35,1990,21.3,0.28,0.00,0.00,0.61,0.33,0.05,2.25,0.75,0.66,,,0.00,Matches,,32,22,1,21.3,0.05,0.14,0.19,0.05,0.00,0.00,0.05,0.14,0.19,0.05,
224,Rico Henry,jm JAM,DF,Brentford,28,1997,14.8,0.14,0.00,0.00,1.01,1.15,0.14,1.76,0.47,0.74,,,0.00,Matches,,25,14,1,14.8,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.07,0.00,
225,Mads Hermansen,dk DEN,GK,West Ham United,25,2000,18.0,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,,,0.00,Matches,,18,18,1,18.0,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
226,Aaron Hickey,sct SCO,DF,MF,Brentford,23,2002,7.7,0.13,0.00,0.00,0.91,1.17,0.00,0.52,1.04,0.91,,,0.00,Matches,2002,21,8,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
227,James Hill,eng ENG,DF,Bournemouth,23,2002,23.4,0.21,0.00,0.00,0.73,0.56,0.09,0.47,1.58,0.85,,,0.09,Matches,,29,22,2,23.4,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.13,0.13,0.00,
228,Piero Hincapié,ec ECU,DF,Arsenal,23,2002,19.9,0.10,0.00,0.00,0.90,0.70,0.05,1.66,1.31,1.31,,,0.05,Matches,,25,20,1,19.9,0.05,0.10,0.15,0.05,0.00,0.00,0.05,0.10,0.15,0.05,
229,Jack Hinshelwood,eng ENG,MF,Brighton,20,2005,19.3,0.00,0.00,0.00,1.66,0.62,0.10,0.36,0.31,0.67,,,0.05,Matches,,27,20,1,19.3,0.21,0.16,0.36,0.21,0.00,0.00,0.21,0.16,0.36,0.21,
230,Ki-Jana Hoever,nl NED,MF,DF,Wolves,23,2002,4.7,0.00,0.00,0.00,0.64,0.64,0.21,4.68,1.06,2.34,,,0.00,Matches,2002,8,6,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
231,Harry Howell,eng ENG,MF,Brighton,17,2008,1.0,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,,,0.00,Matches,,3,1,94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
232,Callum Hudson-Odoi,eng ENG,MF,Nottingham Forest,24,2000,20.5,0.00,0.00,0.00,0.59,0.59,0.10,4.44,0.39,0.34,,,0.00,Matches,,30,21,1,20.5,0.15,0.20,0.34,0.15,0.00,0.00,0.15,0.20,0.34,0.15,
233,Will Hughes,eng ENG,MF,Crystal Palace,30,1995,17.5,0.40,0.00,0.00,1.37,1.43,0.00,2.57,0.86,0.91,,,0.00,Matches,,31,19,1,17.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
234,Trai Hume,nir NIR,DF,MF,Sunderland,23,2002,33.7,0.27,0.00,0.00,0.89,1.13,0.09,2.61,0.74,1.36,,,0.03,Matches,2002,38,34,036,33.7,0.06,0.03,0.09,0.06,0.27,0.00,0.06,0.03,0.09,Matches
235,Bashir Humphreys,eng ENG,DF,MF,Burnley,22,2003,17.5,0.34,0.00,0.00,0.80,0.57,0.11,0.97,0.63,0.97,,,0.00,Matches,2003,20,17,578,17.5,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,Matches
236,Omari Hutchinson,eng ENG,MF,Nottingham Forest,21,2003,18.8,0.05,0.00,0.00,1.22,1.28,0.43,7.07,0.59,0.59,,,0.00,Matches,,31,17,1,18.8,0.05,0.27,0.32,0.05,0.00,0.00,0.05,0.27,0.32,0.05,
237,Igor,br BRA,DF,West Ham United,27,1998,1.2,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.83,0.00,,,0.00,Matches,,4,1,105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
238,Tim Iroegbunam,eng ENG,MF,Everton,22,2003,16.5,0.55,0.00,0.00,1.76,1.21,0.00,0.18,1.33,2.67,,,0.00,Matches,,29,17,1,16.5,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.12,0.12,0.00,
239,Andy Irving,sct SCO,MF,West Ham United,25,2000,1.8,0.00,0.00,0.00,0.56,0.00,0.00,6.67,0.56,2.22,,,0.00,Matches,,7,2,158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
240,Alexander Isak,se SWE,FW,Liverpool,25,1999,7.8,0.00,0.00,0.00,0.64,0.13,0.00,0.26,0.00,0.77,,,0.00,Matches,,14,8,699,0.38,0.13,0.51,0.38,0.00,0.00,0.39,0.13,0.52,0.39,0.52,
241,Wilson Isidor,ht HAI,FW,Sunderland,24,2000,12.9,0.08,0.00,0.00,1.09,0.54,0.78,0.00,0.16,0.62,,,0.00,Matches,,32,11,1,12.9,0.47,0.00,0.47,0.47,0.00,0.00,0.46,0.00,0.46,0.46,
242,Alex Iwobi,ng NGA,MF,Fulham,29,1996,26.9,0.11,0.00,0.00,0.30,0.37,0.04,3.27,0.56,0.67,,,0.00,Matches,,29,29,2,26.9,0.15,0.11,0.26,0.15,0.00,0.00,0.15,0.11,0.26,0.15,
243,Daniel James,wls WAL,FW,MF,Leeds United,27,1997,6.2,0.00,0.00,0.00,0.16,1.29,0.16,8.06,0.16,0.81,,,0.00,Matches,1997,19,6,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
244,Reece James,eng ENG,DF,MF,Chelsea,25,1999,21.8,0.18,0.00,0.00,1.19,1.01,0.05,5.78,1.47,1.51,,,0.00,Matches,1999,29,20,963,21.8,0.09,0.18,0.28,0.09,0.18,0.00,0.09,0.18,0.28,Matches
245,Vitaly Janelt,de GER,MF,Brentford,27,1998,16.0,0.50,0.00,0.00,1.25,0.81,0.00,3.81,1.69,1.06,,,0.00,Matches,,25,15,1,16.0,0.06,0.25,0.31,0.06,0.00,0.00,0.06,0.25,0.31,0.06,
246,Mathias Jensen,dk DEN,MF,Brentford,29,1996,25.0,0.12,0.00,0.00,0.80,0.60,0.08,4.96,0.84,0.92,,,0.00,Matches,,36,26,2,25.0,0.12,0.04,0.16,0.12,0.00,0.00,0.12,0.04,0.16,0.12,
247,Gabriel Jesus,br BRA,FW,Arsenal,28,1997,4.8,0.63,0.00,0.00,1.88,0.21,1.46,0.00,0.42,0.00,,,0.00,Matches,,14,3,429,0.63,0.00,0.63,0.63,0.00,0.00,0.63,0.00,0.63,0.63,0.63,
248,Igor Jesus,br BRA,FW,Nottingham Forest,24,2001,25.5,0.08,0.00,0.00,1.65,1.57,0.43,0.39,0.08,0.63,,,0.00,Matches,,37,28,2,25.5,0.24,0.16,0.39,0.20,0.04,0.00,0.23,0.16,0.39,0.20,
249,Álex Jiménez,es ESP,DF,MF,Bournemouth,20,2005,25.7,0.39,0.00,0.00,1.36,0.78,0.00,1.98,1.05,1.75,,,0.00,Matches,2005,31,26,317,25.7,0.04,0.00,0.04,0.04,0.39,0.00,0.04,0.00,0.04,Matches
250,Raúl Jiménez,mx MEX,FW,Fulham,34,1991,24.3,0.21,0.00,0.00,1.89,1.40,0.82,0.29,0.29,0.82,,,0.00,Matches,,36,27,2,24.3,0.37,0.12,0.49,0.21,0.16,0.00,0.37,0.12,0.49,0.21,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
251,Jamaldeen Jimoh,eng ENG,MF,Aston Villa,18,2006,0.1,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
252,João Pedro,br BRA,FW,MF,Chelsea,23,2001,29.6,0.17,0.00,0.00,1.28,1.86,0.54,0.61,0.20,0.57,,,0.00,Matches,2001,35,31,661,29.6,0.51,0.17,0.68,0.51,0.17,0.00,0.51,0.17,0.68,Matches
253,Joelinton,br BRA,MF,Newcastle United,28,1996,21.7,0.46,0.00,0.00,2.12,1.24,0.05,0.51,1.29,1.06,,,0.00,Matches,,27,23,1,21.7,0.09,0.05,0.14,0.09,0.00,0.00,0.09,0.05,0.14,0.09,
254,John,br BRA,GK,Nottingham Forest,29,1996,4.9,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,5,5,437,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
255,Brennan Johnson,wls WAL,MF,FW,Tottenham Hotspur,24,2001,6.8,0.29,0.00,0.00,0.29,0.59,1.18,3.38,0.29,1.32,,,0.00,Matches,2001,16,6,6.8,0.29,0.00,0.29,0.29,0.00,0.00,0.30,0.00,0.30,0.30,
256,Brennan Johnson,wls WAL,MF,FW,Crystal Palace,24,2001,12.4,0.32,0.00,0.00,1.45,0.89,0.48,3.63,0.16,0.56,,,0.00,Matches,2001,18,13,112,12.4,0.00,0.08,0.08,0.00,0.32,0.00,0.00,0.08,0.08,Matches
257,Sam Johnstone,eng ENG,GK,Wolves,32,1993,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,,,0.08,Matches,,12,12,1,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
258,Curtis Jones,eng ENG,MF,DF,Liverpool,24,2001,21.5,0.09,0.00,0.00,0.79,1.35,0.00,0.74,0.84,1.07,,,0.00,Matches,2001,34,18,937,21.5,0.05,0.09,0.14,0.05,0.09,0.00,0.05,0.09,0.14,Matches
259,Eli Junior Kroupi,fr FRA,MF,FW,Bournemouth,19,2006,18.6,0.27,0.00,0.00,1.45,0.65,0.32,0.54,0.48,0.32,,,0.00,Matches,2006,33,21,672,18.6,0.70,0.00,0.70,0.59,0.27,0.00,0.70,0.00,0.70,Matches
260,Hamed Junior Traorè,ci CIV,MF,Bournemouth,25,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,,0.00,Matches,,1,0,17,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.29,5.29,0.00,5.29,
261,James Justin,eng ENG,DF,MF,Leeds United,27,1998,21.1,0.19,0.00,0.00,0.62,1.47,0.09,1.80,1.23,1.80,,,0.00,Matches,1998,29,21,901,21.1,0.09,0.05,0.14,0.09,0.19,0.00,0.09,0.05,0.14,Matches
262,Filip Jørgensen,dk DEN,GK,Chelsea,23,2002,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,,,0.00,Matches,,5,3,379,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
263,Ferdi Kadioglu,tr TUR,DF,MF,Brighton,25,1999,34.8,0.17,0.00,0.00,0.63,1.03,0.20,3.13,0.72,1.12,,,0.00,Matches,1999,37,34,133,34.8,0.03,0.00,0.03,0.03,0.17,0.00,0.03,0.00,0.03,Matches
264,Sasa Kalajdzic,at AUT,FW,MF,Wolves,28,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,,,0.00,Matches,1997,1,0,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
265,Arnaud Kalimuendo,fr FRA,FW,Nottingham Forest,23,2002,1.1,0.00,0.00,0.00,1.82,0.00,0.91,1.82,0.00,0.91,,,0.00,Matches,,9,0,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
266,Daichi Kamada,jp JPN,MF,Crystal Palace,28,1996,21.1,0.14,0.00,0.00,1.42,1.33,0.05,1.99,0.66,1.66,,,0.00,Matches,,28,22,1,21.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
267,Boubacar Kamara,fr FRA,MF,Aston Villa,25,1999,15.7,0.32,0.00,0.00,1.02,1.91,0.00,0.13,0.96,1.02,,,0.00,Matches,,18,17,1,15.7,0.06,0.19,0.25,0.06,0.00,0.00,0.06,0.19,0.26,0.06,
268,Mohamadou Kanté,fr FRA,MF,West Ham United,19,2005,0.8,2.50,0.00,0.00,5.00,1.25,0.00,0.00,0.00,5.00,,,0.00,Matches,,11,0,75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
269,Michael Kayode,it ITA,DF,Brentford,21,2004,36.2,0.22,0.00,0.00,0.72,1.38,0.03,1.55,1.08,1.30,,,0.03,Matches,,37,37,3,36.2,0.03,0.03,0.06,0.03,0.00,0.00,0.03,0.03,0.06,0.03,
270,Michael Keane,eng ENG,DF,Everton,32,1993,28.8,0.03,0.03,0.00,0.56,0.21,0.00,0.03,1.28,0.83,,,0.00,Matches,,33,29,2,28.8,0.10,0.03,0.14,0.10,0.00,0.03,0.10,0.03,0.14,0.10,
271,Caoimhín Kelleher,ie IRL,GK,Brentford,26,1998,37.0,0.03,0.00,0.00,0.08,0.16,0.00,0.00,0.03,0.00,,,0.00,Matches,,37,37,3,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
272,Milos Kerkez,hu HUN,DF,Liverpool,21,2003,25.1,0.16,0.00,0.00,0.88,1.20,0.16,3.15,0.60,1.04,,,0.00,Matches,,34,27,2,25.1,0.08,0.04,0.12,0.08,0.00,0.00,0.08,0.04,0.12,0.08,
273,Kevin,br BRA,MF,Fulham,22,2003,11.6,0.09,0.00,0.00,1.21,1.47,0.26,3.71,0.78,0.86,,,0.00,Matches,,26,9,1,11.6,0.09,0.09,0.17,0.09,0.00,0.00,0.09,0.09,0.17,0.09,
274,Abdukodir Khusanov,uz UZB,DF,Manchester City,21,2004,15.9,0.13,0.00,0.00,0.88,0.38,0.00,0.19,1.82,1.26,,,0.00,Matches,,21,15,1,15.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
275,Max Kilman,eng ENG,DF,West Ham United,28,1997,17.3,0.23,0.00,0.00,0.92,0.12,0.00,0.12,0.35,0.46,,,0.00,Matches,,21,17,1,17.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
276,Joshua King,eng ENG,MF,Fulham,18,2007,14.5,0.28,0.00,0.00,0.90,2.07,0.21,0.83,0.21,0.83,,,0.00,Matches,,32,15,1,14.5,0.07,0.14,0.21,0.07,0.00,0.00,0.07,0.14,0.21,0.07,
277,Antonín Kinský,cz CZE,GK,Tottenham Hotspur,22,2003,7.0,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,,,0.00,Matches,,7,7,630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
278,Justin Kluivert,nl NED,MF,Bournemouth,26,1999,10.6,0.47,0.00,0.00,1.70,0.94,0.09,3.77,0.38,0.66,,,0.00,Matches,,20,10,952,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.19,0.19,0.19,
279,Joe Knight,eng ENG,MF,Brighton,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
280,Randal Kolo Muani,fr FRA,FW,MF,Tottenham Hotspur,26,1998,18.5,0.16,0.00,0.00,2.22,0.92,0.16,0.97,0.11,0.86,,,0.00,Matches,1998,30,21,664,18.5,0.05,0.05,0.11,0.05,0.16,0.00,0.05,0.05,0.11,Matches
281,Ibrahima Konaté,fr FRA,DF,Liverpool,26,1999,34.3,0.20,0.00,0.00,0.96,1.20,0.00,0.09,0.82,0.90,,,0.00,Matches,,36,36,3,34.3,0.03,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.03,0.03,
282,Ezri Konsa,eng ENG,DF,Aston Villa,27,1997,33.7,0.00,0.03,0.00,0.33,1.25,0.00,0.15,0.65,0.24,,,0.00,Matches,,34,34,3,33.7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,
283,Charalampos Kostoulas,gr GRE,FW,Brighton,18,2007,4.1,0.49,0.00,0.00,1.71,1.71,0.98,1.46,0.24,1.46,,,0.00,Matches,,21,2,369,0.49,0.24,0.73,0.49,0.00,0.00,0.49,0.24,0.73,0.49,0.73,
284,Mateo Kovačić,hr CRO,MF,Manchester City,31,1994,1.4,0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.43,0.71,,,0.00,Matches,,6,1,130,0.00,0.71,0.71,0.00,0.00,0.00,0.00,0.69,0.69,0.00,0.69,
285,Emil Krafth,se SWE,DF,Newcastle United,30,1994,0.5,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,,,0.00,Matches,,1,1,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
286,Ladislav Krejčí,cz CZE,DF,MF,Wolves,26,1999,26.2,0.19,0.04,0.04,1.26,0.27,0.00,0.65,1.22,0.80,,,0.04,Matches,1999,28,27,356,26.2,0.08,0.04,0.11,0.08,0.19,0.04,0.08,0.04,0.11,Matches
287,Mohammed Kudus,gh GHA,MF,FW,Tottenham Hotspur,24,2000,17.1,0.18,0.00,0.00,1.35,0.88,0.58,7.13,0.18,0.99,,,0.00,Matches,2000,19,19,535,17.1,0.12,0.29,0.41,0.12,0.18,0.00,0.12,0.29,0.41,Matches
288,Jonah Kusi-Asare,se SWE,FW,Fulham,18,2007,0.6,1.67,0.00,0.00,6.67,3.33,0.00,0.00,0.00,1.67,,,0.00,Matches,,7,0,55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
289,Shea Lacey,eng ENG,FW,Manchester Utd,18,2007,0.5,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,3,0,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
290,Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2000,34.3,0.12,0.03,0.00,0.99,0.55,0.00,0.15,1.31,1.11,,,0.00,Matches,,35,35,3,34.3,0.03,0.06,0.09,0.03,0.00,0.03,0.03,0.06,0.09,0.03,
291,Senne Lammens,be BEL,GK,Manchester Utd,23,2002,32.0,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.03,,,0.00,Matches,,32,32,2,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
292,Jamaal Lascelles,eng ENG,DF,Newcastle United,31,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,2,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
